tag	en	fr	pt	es	id	ru	zh
main.loadingTable	Busy...please wait.	Occupé...veuillez patienter.	Ocupado... Por favor, aguarde.	Ocupado... por favor espere.	Sibuk...mohon tunggu.	Занято...пожалуйста, подождите.	忙...请稍候。
community.speaker	Speaker	Intervenant	Viva-voz	Orador	Pembicara	Динамик	语者
selectRecording.speaker	Speaker	Intervenant	Viva-voz	Orador	Pembicara	Динамик	语者
sortMenu.sortMenu	Sort Discussions	Trier les discussions	Organizar as Discussões	Ordenar las discusiones	Urutkan Diskusi	Сортировать обсуждения	筛选讨论
cards.sortProjects	Sort Projects	Trier les projets	Sort Projects	Ordenar proyectos	Urutkan Proyek	Сортировка проектов	排序项目
keyTerms.sortShow	Sort and Show	Trier et montrer	Classificar e Mostrar	Ordenar y mostrar	Urutkan dan Tunjukkan	Сортировать и показывать	排序和显示
import.other	Other	Autre	Outro	Otros	Lain	Другое	其他
vProject.other	Other	Autre	Outro	Otros	Lain	Другое	其他
access.availableUsers	Other Users	Autres utilisateurs	Outros usuários	Otros usuarios	Pengguna Lain	Другие пользователи	其他用户
findResource.previous	Previous page	Page précédente	Página anterior	Página anterior	Halaman sebelumnya	Предыдущая страница	上一页
findResource.next	Next page	Page suivante	Página seguinte	Página siguiente	Halaman selanjutnya	Следующая страница	下一页
keyTerms.word	Word	Mot	Palavra	Palabra	Kata	Слово	词
passageDetailArtifacts.keywords	Keywords	Mots clés	Palavras-chave	Palabras clave	Kata kunci	Ключевые слова	关键词
resource.keywords	Keywords	Mots clés	Palavras-chave	Palabras clave	Kata kunci	Ключевые слова	关键词
sectionResources.role	Role	Rôle	Função	Papel	Peran	Роль	角色
shared.role	Role	Rôle	Função	Papel	Peran	Роль	角色
main.orgRole	Role:	Rôle:	Função:	Papel:	Peran:	Роль:	角色：
filterMenu.forYou	For You	Pour vous	Para Você	Para usted	Untuk Anda	Для вас	您的任务
wsAudioPlayerSegment.segmentSettings	Auto Segment Parameters	Paramètres de segment automatique	Parâmetros do Segmento Automático	Parámetros del segmento automático	Pengaturan Pembagian Secara Otomatis	Параметры авто сегмента	自动片段参数
category.introPara	Introductory Paragraph	Paragraphe d'introduction	Parágrafo introdutório	Párrafo Introductorio	Paragraf Pengantar	Вводный абзац	介绍性段落
findResource.passage	Passage	Passage	Passagem	Pasaje	Bagian	Пассаж	段落
import.passage	Passage	Passage	Passagem	Pasaje	Bagian	Отрывок	片段
passageDetailArtifacts.passageResource	Passage	Passage	Passagem	Pasaje	Bagian	Отрывок	片段
passageType.PASS	Passage	Passage	Passagem	Pasaje	Bagian	Прохождение	通道
scriptureTable.passage	Passage	Passage	Passagem	Pasaje	Bagian	Отрывок	片段
toDoTable.passage	Passage	Passage	Passagem	Pasaje	Bagian	Отрывок	片段
cards.workflowProgressionPassage	Next Passage	Passage suivant	Passagem seguinte	Pasaje siguiente	Bagian Berikutnya	Следующий отрывок	下一段经文
mediaTab.passageAttached	Passage already attached	Passage déjà attaché	Passagem já anexada	Pasaje ya adjuntado	Bagian sudah terlampir	Отрывок уже прикреплен	片段已经附加了
shared.passages	Passages	Passages	Passagens	Pasajes	Bagian	Прохождения	段落
cards.passagesCreated	Passages Created	Passages créés	Passagens Criadas	Pasajes creados	Buat Bagian	Отрывки созданы	己创建的片段
mediaTab.availablePassages	Available Passages	Passages disponibles	Passagens Disponíveis	Pasajes disponibles	Bagian yang Tersedia	Доступные отрывки	可用的片段
passageChooser.passages	Passages:	Passages : 	Passagens:	Pasajes:	Bagian:	Стихи:	片段
planSheet.step	Step	Étape	Etapa	Paso	Langkah	Шаг	步
passageDetailStepComplete.title	Step Complete	Étape complète	Etapa Completa	Paso Completo	Langkah Selesai	Шаг завершен	步骤已完成
scriptureTableFilter.step	Workflow Step	Étape du flux de travail	Langkah alur kerja	Paso del flujo de trabajo	Langkah Alur Kerja	Шаг рабочего процесса	工作流步骤
passageDetailStepComplete.incomplete	Step Incomplete	Étape Incomplète	Etapa Incompleta	Paso Incompleto	Langkah Belum Selesai	Шаг незавершен	步骤无完成
cards.workflowProgressionStep	Next Step	Étape suivante	Próxima etapa	Paso siguiente	Langkah Berikutnya	Следующий шаг	下一步
stepEditor.nextStep	Next Step	Étape suivante	Próximo Passo	Paso siguiente	Langkah Berikutnya	Следующий шаг	下一步
wsAudioPlayer.pauseRecord	Pause	Pause	Pausar	Pausa	Jeda	Пауза	暂停
planSheet.pasting	Pasting	Coller	Colar	Pegando	Sedang tempel	Вставка	粘贴中
planSheet.tablePaste	Paste Spreadsheet	Coller le tableur	Colar Planilha	Pegar la hoja de cálculo	Tempel Lembar Kerja	Вставить электронную таблицу	粘贴电子表格
profile.userProfile	User profile	Profil du utilisateur	Perfil do usuário	Perfil de usuario	Profil pengguna	Профиль пользователя	用户资料
profile.completeProfile	Complete User Profile	Remplir le profil du utilisateur	Completar Perfil do Usuário	Perfil de usuario completo	Lengkapi Profil Pengguna	Заполнить профиль пользователя	完整用户资料
vProject.pericopes	Pericope/Pericopes	Péricope/Péricopes	Pericope/Pericopes	Perícopa/Perícopa	Perikop	Перикоп/Перикопы	段
peer.permission	permission	autorisation	permissão	permiso	izin	разрешение	权限
peer.permissions	Special permission	Autorisation spéciale	Permissão especial	Permiso especial	Izin khusus	Специальное разрешение	特殊权限
vProject.permissionSettings	Permissions	Permissions	Permissões	Permisos	Perizinan	Разрешения	权限
spelling.custom	Custom	Personnalisé	Personalizar	Personalizar	Khusus	Пользовательский	定制
voice.personalize	Personalize	Personnaliser	Personalizar	Personalizar	Personalisasi	Персонализация	个性化
voice.personalizeTitle	Personalize Voice Permission	Permission de personnaliser la voix	Personalizar permissão de voz	Personalizar Permiso de voz	Personalisasi Izin Penggunaan Suara	Персонализировать голос Разрешение	个性化语音许可
transcriptionTab.plan	Plan	Plan	Plano	Plan	Rencana	План	方案
mediaTab.planName	Plan	Programme	Plano	Plano	Rencana	План	方案
toDoTable.plan	Plan	Programme	Plano	Plano	Rencana	План	方案
vProject.flat	Flat	Plate	Plano	Plano	Datar	Обычный	平面
template.autoMatchTemplate	Auto Match Template	Modèle de correspondance automatique	Modelo de correspondência automática	Plantilla Auto Match	Cocokkan Tempate Secara Otomatis	Шаблон автосоответствия	自动匹配模板
main.privacy	Privacy Policy	Politique de confidentialité	Política de Privacidade	Política de privacidad	Kebijakan Privasi	Политика приватности	隐私政策
mediaActions.pause	Pause	Arrêter	Pausar	Poner en pausa	Jeda	Пауза	暂停
resource.byWord	By Word	Par mot	Por palavra	Por palabra	Menurut Kata	По слову	按单词
findResource.clipboard	clipboard	presse-papiers	área de transferência	portapapeles	papan klip	буфер обмена	剪贴板
passageDetailArtifacts.clipboard	clipboard	presse-papiers	área de transferência	portapapeles	papanklip	буфер обмена	剪贴板
verse.clipboard	clipboard	presse-papiers	Área de transferência	portapapeles	papanklip	буфер обмена	剪贴板
artifactCategory.qanda	Question and Answer	Questions et réponses	Perguntas e respostas	Preguntas y respuestas	Tanya Jawab	Вопрос и ответ	问题与答案
workflowSteps.consultantCheck1	First Consultant Check	Vérification du premier consultant	Verificação do primeiro consultor	Primer Consultor	Pemeriksaan Konsultan Pertama	Проверка первого консультанта	第一顾问检查
newProject.audioProduct	Audio Product	Produit audio	Produto de Áudio	Producto de audio	Produk Audio	Аудио продукт	音频产品
newProject.textProduct	Text Product	Produit texte	Produto de Texto	Producto de texto	Produk Tertulis	Текстовый продукт	文本产品
cards.workflowProgression	Workflow Progression	Progression du flux de travail	Progressão do fluxo de trabalho	Progresión del flujo de trabajo	Kemajuan Alur Kerja	Прогрессия рабочего процесса	工作流程进展
uploadProgress.progressTitle	Progress	Progrès	Progresso	Progreso	Kemajuan	Прогресс	进程
artifactType.intellectualproperty	Intellectual Property	Propriété intellectuelle	Propriedade intelectual	Propiedad intelectual	Hak Cipta	Интеллектуальная собственность	知识产权
community.provideRights	Provide Rights	Fournir des droits	Proporcionar Direitos	Proporcionar derechos	Sediakan Hak Cipta	Предоставить права	提供权利
mediaTab.proposed	Proposed	Proposé	Proposta	Propuesta	Diusulkan	Предложенные	建议的
projectDownload.project	Project	Projet	Projeto	Proyecto	Proyek	Проект	项目
audacityManager.audacityProject	Audacity Project	Projet Audacity	Projeto Audacity	Proyecto Audacity	Proyek Audacity	Проект Audacity	胆敢方案
cards.notesProject	Project with Notes	Projet avec notes	Projeto com notas	Proyecto con Notas	Proyek dengan Catatan	Проект с заметками	带笔记的项目
electronImport.project	Audio Project	Projet audio	Projeto de Áudio	Proyecto de audio	Proyek Audio	Аудио проект	音频方案
import.plan	Audio Project	Projet audio	Projeto de Áudio	Proyecto de audio	Proyek Audio	Аудио проект	音频方案
main.project	Audio Project	Project audio	Projeto de Áudio	Proyecto de audio	Proyek Audio	Аудио проект	音频方案
newProject.blank	Audio Project	Projet audio	Projeto de Áudio	Proyecto de audio	Proyek Audio	Аудиопроект	音频方案
toDoTable.project	Audio Project	Project audio	Projeto de Áudio	Proyecto de audio	Proyek Audio	Аудио проект	音频方案
cards.projectCreated	Audio Project Created	Création d'un projet audio	Projeto de Áudio Criado	Proyecto de audio creado	Buat Proyek Audio	Аудио проект создан	音频项目已创建
projectDownload.projects	Projects	Projets	Projetos	Proyectos	Proyek	Проекты	项目
invite.allUsersProjects	Audio Projects	Projets audio	Projetos de Áudio	Proyectos de audio	Proyek Audio	Аудио проекты	音频方案
cards.personalProjects	Personal Audio Projects	Projets audio personnels	Projetos de Áudio Pessoais	Proyectos de audio personales	Proyek Audio Pribadi	Личные аудио проекты	个人音频项目
artifactType.testing	Testing	Essais	Testando	Prueba	Pengujian	Тестирование	测试中
tool.community	Community Test	Test communautaire	Teste da Comunidade	Prueba comunitaria	Pemeriksaan Masyarakat	Тест сообщества	社区测试
workflowSteps.communityTesting	Community Test	Test communautaire	Teste comunitário	Prueba comunitaria	Pemeriksaan Masyarakat	Тест сообщества	社区测试
workflowSteps.communityTest1	Community Test 1	Test communautaire 1	Teste da Comunidade 1	Prueba comunitaria 1	Pemeriksaan Masyarakat 1	Тест 1 сообщества	社区测试一
workflowSteps.communityTest2	Community Test 2	Test communautaire 2	Teste da Comunidade 2	Prueba comunitaria 2	Pemeriksaan Masyarakat 2	Тест 2 сообщества	社区测试二
artifactCategory.retelling	Community Test Retell	Test de la communauté Répétition	Recontagem de teste comunitário	Prueba comunitaria Retell	Cerita Ulang Masyarakat	Тест сообщества Пересказ	社区测试重试
artifactType.retell	Community Test Retell	Test communautaire Retell	Recontagem de teste comunitário	Prueba comunitaria Volver a contar	Cerita Ulang Masyarakat	Тест сообщества Пересказ	社区测试重试
vProject.testing	Testing	Essai	Teste	Pruebas	Pengujian	Тестирование	测试中
cards.publishing	Publishing	Publication	Publicar	Publicación	Penerbitan	Публикация	发布
mediaTab.published	Published	Publié	Publicado	Publicado	Sudah diterbitkan	Опубликовано	已出版
planSheet.published	Publish	Publier	Publicar	Publicar	Terbitkan	Опубликовать	发布
mediaTab.publish	Publish Media	Publier un média	Publicar mídia	Publicar Medios	Terbitkan Media	Опубликовать медиа	发布媒体
vProject.permissionEditSheet	Can Edit Spreadsheet	Peut éditer la feuille de calcul	Pode editar a folha de cálculo	Puede editar la hoja de cálculo	Dapat Mengedit Spreadsheet	Может редактировать электронную таблицу	可以编辑电子表格
vProject.permissionPublish	Can Publish	Peut publier	Pode publicar	Puede publicar	Dapat Menerbitkan	Может публиковать	可以发布
stepEditor.qanda	Q and A	Questions et réponses	Q e A	Q y A	Tanya Jawab	Вопросы и ответы	问题喝答案
planSheet.resequence	Re-sequence	Remettre en séquence	Re-sequência	Re-secuenciar	Urutkan kembali	Повторная последовательность	重序列
discussionMenu.reopen	Reopen	Rouvrir la	Reabrir	Reabrir	Buka kembali	Открыть снова	重新打开
transcriber.reopen	Reopen	Réouvrir	Reabrir	Reabrir	Buka kembali	Переоткрыть	重新打开
keyTerms.realia	Realia	Realia	Realia	Realia	Benda	Реалии	真实事
wsAudioPlayer.resume	Resume	Reprendre	Reiniciar	Reanudar	Lanjutkan	Возобновить	恢复
transcriber.reject	Reject	Rejeter	Rejeitar	Rechazar	Tolak	Отклонить	拒绝
transcribeReject.rejectTitle	Rejection	Rejet	Rejeição	Rechazo	Penolakan	Отклонение	拒绝
artifactType.resource	Resource	Ressource	Recurso	Recurso	Sumber	Ресурс	资源
category.resource	Resource	Ressources	Recurso	Recurso	Sumber	Ресурс	资源
passageDetailArtifacts.resource	Resource	Ressources	Recurso	Recurso	Sumber	Ресурс	资源
teamCheckReference.resource	Resource	Ressource	Recurso	Recurso	Sumber	Ресурс	资源
artifactType.sharedresource	Shared Resource	Ressource partagée	Recurso Compartilhado	Recurso compartido	Sumber Bersama	Общий ресурс	共享资源
passageDetailArtifacts.textResource	Text Resource	Texte Ressource	Recurso de texto compartilhado	Recurso de texto	Sumber Tertulis	Текстовый ресурс	文本资源
resource.resourceEdit	Resource Edit	Édition de la ressource	Recurso Editar	Recurso Editar	Sunting Sumber	Редактирование ресурса	资源编辑
artifactType.projectresource	General Resource	Ressource générale	Recurso Geral	Recurso general	Sumber Umum	Общие ресурсы	通用资源
category.resources	resource(s)	ressource(s)	recurso(s)	recurso(s)	sumber	ресурс(ы)	资源
passageDetailArtifacts.resources	Resources	Ressources	Recursos	Recursos	Sumber	Ресурсы	资源
planActions.resources	Resources	Ressources	Recursos	Recursos	Sumber	Ресурсы	资源
vProject.sharedResources	Shared Resources	Ressources partagées	Recursos Compartilhados	Recursos compartidos	Sumber Bersama	Общие ресурсы	共享的资源
passageDetailArtifacts.generalResources	General Resources	Ressources générales	Recursos Gerais	Recursos generales	Sumber Umum	Общие ресурсы	通用资源
artifactCategory.translationresource	Translation Resource	Ressource de traduction	Recurso de Tradução	Recursos para traduccion	Sumber Penerjemahan	Ресурсы для перевода	翻译资源
passageDetailArtifacts.tip1a	Resources for:	Les ressources pour :	Recursos para:	Recursos para:	Sumber untuk:	Ресурсы для:	资源：
cards.draft	Oral Drafting	Ébauche orale	Rascunho Oral	Redacción oral	Perekaman naskah awal	Устный черновик	口头起稿
cards.reduceNoise	Reduce Noise	Réduire le bruit	Reduzir ruído	Reducir ruido	Kurangi Kebisingan	Уменьшить шум	降低噪音
shared.noiseRemoval	Reduce Noise	Réduire le bruit	Reduzir ruído	Reducir ruido	Kurangi Kebisingan	Уменьшить шум	减少噪音
wsAudioPlayer.reduceNoise	Reduce Noise	Réduire le bruit	Reduzir o ruído	Reducir ruido	Kurangi Kebisingan	Уменьшить шум	减少噪音
mediaTab.reference	Reference	Référence	Referência	Referencia	Acuan	Ссылка	章节
passageDetailArtifacts.reference	Reference	Référence	Referência	Referencia	Acuan	Ссылка	章节
scriptureTable.reference	Reference	Référence	Referência	Referencia	Acuan	Ссылка	章节
verse.reference	Reference	Référence	Referência	Referencia	Acuan	Ссылка	参考
resource.references	References	Références	Referências	Referencias	Acuan	Ссылки	参照
spelling.restartApp	Restart	Redémarrer	Reiniciar	Reiniciar	Buka Ulang	Перезапустить	重新开始
peerCheck.afterResource	Play following context	peerCheck.afterResource Lecture du contexte suivant	Reproduzir o seguinte contexto	Reproduce el siguiente contexto	Putar konteks berikutnya	Воспроизведение следующего контекста	播放跟随环境
commentCard.playOrStop	Play / Stop	Lecture / Arrêt	Reproduzir / Parar	Reproducir / Parar	Putar / Stop	Воспроизвести / Остановить	播放/停止
mediaTitle.playPause	Play / Pause	Lecture / Pause	Reproduzir / Pausa	Reproducir / Pausa	Putar / Jeda	Воспроизведение / Пауза	播放/暂停
peerCheck.resourceStart	Play from start	Lecture depuis le début	Reproduzir desde o início	Reproducir desde el principio	Putar dar awal	Играть с начала	从头开始播放
discussionCard.playOrStop	Play or Stop	Lecture ou arrêt	Reproduzir ou Parar	Reproducir o parar	Putar atau Stop	Проиграть или остановить	播放/停止
planActions.playpause	Play/Pause	Jouer/Arrêter	Reproduzir/Pausar	Reproducir/Pausa	Putar/Jeda	Воспроизведение/Пауза	播放/暂停
faithbridge.audioResources	Request Audio	Demander de l'audio	Pedir áudio	Request Audio	Minta Audio	Запрос аудио	请求音频
welcome.setupFactor	Requires Internet connection	Nécessite une connexion Internet	Requer conexão com a Internet	Requiere conexión a Internet	Memerlukan konensi Internet	Требуется подключение к Интернету	需要互联网连接
discussionCard.resolved	Resolve	Résolvez	Resolver	Resolver	Selesaikan	Завершить	解决
discussionMenu.resolve	Resolve	Résoudre la	Resolver	Resolver	Selesaikan	Завершить	解决
findResource.reset	Reset	Réinitialiser	Redefinir	Restablecer	Reset	Сброс	重置
scriptureTableFilter.reset	Reset	Réinitialiser	Repor	Restablecer	Reset	Сбросить	重置
filterMenu.resolved	Resolved	Résolu	Resolvido	Resuelto	Selesai	Решено	已解决
findResource.summary	summary	résumé	resumo	resumen	kesimpulan	резюме	摘要
findResource.bibleProjectLang	Book Overviews	Aperçus de livres	Visões gerais de livros	Resumen de libros	Ringkasan Kitab	Аннотации к книгам	书籍概述
workflowSteps.retellBackTranslation	Retell Back Translation	Retell Back Traduction	Repetir a tradução	Retell Back Traducción	Terjemahan Balik Cerita Ulang	Пересказ Обратный перевод	复述听写
workflowSteps.retellBTTranscribe	Retell BT Transcribe	Relecture BT Transcription	Retell BT Transcrever	Retell BT Transcribir	Ketik Terjemahan Cerita Ulang	Пересказ BT Транскрипция	复述回译听写
vProject.backtranslation	Back Translation	Traduction inverse	Retrotradução	Retroceder Traducción	Terjemahan Balik	Обратный перевод	回译
activityState.reviewing	Reviewing	Révision	Revisando	Revisando	Sedang periksa	Проверяет	复习中
activityState.review	Review	Révision	Revisar	Revisar	Periksa	Проверка	复习
toDoTable.editor	Review	Controler	Revisar	Revisar	Periksa Ulang	Проверка	复习
workflowSteps.review	Review Transcription	Transcription de l'examen	Revisão da transcrição	Revisar la transcripción	Tinjau hasil ketik	Обзорная транскрипция	复习听写
consultantCheck.furtherReview	Review More	Lire la suite	Revisar mais	Revisar más	Periksa Lagi	Отзыв Подробнее	查看更多
workflowSteps.teamReview	Term Review	Révision du terme	Revisão do termo	Revisión de términos	Pemeriksaan Kata Kunci	Проверка термина	复习词语
workflowSteps.finalReview	Final Audio Review	Révision audio finale	Revisão final de áudio	Revisión final de audio	Pemeriksaan Akhir Audio	Окончательная аудиорецензия	最终音频复习
workflowSteps.finalReviewText	Final Text Review	Révision finale du texte	Revisão Final de Texto	Revisión final del texto	Pemeriksaan Akhir Tulisan	Окончательная проверка текста	最终文本复习
vProject.spellCheck	Spell Check	Vérification des sorts	Verificação Ortográfica	Revisión ortográfica	Pemeriksa Ejaan	Проверка орфографии	拼字检查（英文）
workflowSteps.peerReview	Peer Review	Contrôle des pairs	Revisão dos Colegas	Revisión por pares	Pemeriksaan oleh Rekan	Рецензент	管理员评论
shared.peerreviewer	Peer Reviewer	Pair examinateur	Revisor dos Colegas	Revisor de pares	Rekan Pemeriksa	Рецензент	管理评论者
keyTerms.ritual	Ritual	Rituel	Ritual	Ritual	Upacara	Ритуал	仪式
assignSection.role	Role	Rôle	Função	Rol	Peran	Роль	角色
profile.role	Team Role	Rôle de l'équipe	Função de Equipe	Rol de equipo	Peran Dalam Tim	Роль в команде	团队角色
invitationTable.role	Team Role	Rôle d'équipe	Função de Equipe	Rol del equipo	Peran dalam tim	Роль в команде	团队角色
invite.role	Team Role	Rôle dans l'équipe	Função de Equipe	Rol del equipo	Peran dalam tim	Роль в команде	团队角色
shared.teamrole	Team Role	Rôle de l'équipe	Função de Equipe	Rol del equipo	Peran Dalam Tim	Роль команды	团队角色
groupTabs.roles	Roles	Rôles	Funções	Roles	Peran	Роли	角色
main.exit	Exit	Sortie	Sair	Salir de	Keluar	Выход	退出
peerCheck.toEnd	Jump to end	Aller à la fin	Ir para o final	Saltar al final	Lompat ke akhir	Перейти к концу	跳转至结束
findResource.script	script	script	script	script	abjad	скрипт	脚本
transcribeReject.needsCorrection	Correction Needed	Nécessite des corrections	Correção Necessária	Se necesita corrección	Diperlukan Koreksi	Нужна коррекция	需要校正
activityState.needsNewTranscription	Correction Needed	Correction requise	Correção Necessária	Se necesita corregir	Diperlukan Koreksi	Нужна коррекция	需要校正
activityState.needsNewRecording	Recording Needed	Enregistrement requis	Gravação Necessária	Se necesita grabar	Diperlukan Rekaman	Запись нужен	需要录音
transcribeReject.needsAudio	Recording Needed	Besoin d'un nouveau enregistrement	Gravação Necessária	Se necesita una grabación	Diperlukan Rekaman	Необходима запись	需要录音
findResource.section	section	section	seção	sección	bagian	раздел	节的脚本
vProject.sections	Section/Sections	Section/sections	Seção/Seções	Sección/Secciones	Bagian	Раздел/разделы	段
tool.segment	Segment	Segment	Segmento	Segmentar	Segmen	Сегмент	段
community.segment	Segment	Segmenter	Segmento	Segmento	Segmen	Сегмент	段
selectRecording.sourceSegment	Source Segment	Segment source	Segmento de Origem	Segmento de origen	Segmen Sumber	Сегмент источника	源段
workflowSteps.consultantCheck2	Second Consultant Check	Vérification du second consultant	Verificação do segundo consultor	Segundo Consultor	Pemeriksaan Konsultan Kedua	Проверка второго консультанта	第二顾问检查
wsAudioPlayer.seconds	seconds	seconds	segundos	segundos	detik	секунды	秒
selectRecording.selectRecording	Select Item	Sélectionner l'élément	Selecionar item	Seleccionar elemento	Pilih Item	Выберите элемент	选择项目
passageDetailArtifacts.selectBook	Select Book	Sélectionner le livre	Seleccionar livro	Seleccionar Libro	Pilih Kitab	Выбрать книгу	选择书籍
resource.bookSelect	Select Book	Sélectionner un livre	Seleccionar livro	Seleccionar libro	Pilih Kitab	Выбрать книгу	选择书籍
planSheet.bookSelect	Select Book...	Choisir un livre...	Selecionar Livro...	Seleccionar Libro...	Pilih Kitab...	Выберите книгу...	选择书籍
usertable.selectUser	Select User	Sélectionnez l'utilisateur	Selecionar Usuário	Seleccionar usuario	Pilih Pengguna	Выбрать пользователя	选择用户
wsAudioPlayer.selectVoice	Select Voice	Sélectionner la voix	Selecionar voz	Seleccionar voz	Pilih Suara	Выбрать голос	选择语音
shared.select	Select	Sélectionnez	Selecionar	Seleccione	Pilih	Выбрать	选择
invite.selectTeamRole	Select team role.	Choisir le rôle dans l'équipe.	Selecionar função da equipe.	Seleccione el rol del equipo.	Pilih peran dalam tim.	Выберите роль в команде	选择团队角色。
keyTerms.being	Being	Être	Sendo	Ser	Makhluk	Быть	有生命的
alert.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
cards.yes	Yes	Oui	Sim	Sí	Ya	Да	是
integration.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
passageDetailArtifacts.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
shared.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
toDoTable.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
findResource.meaning	meaning	sens	Significado	Significado	arti	Значение	意义
profile.next	Next	Suivant	Próximo	Siguiente	Berikutnya	Следующий	下一个
transcribeReject.next	Next	Suivant	Próximo	Siguiente	Berikutnya	Следующий	下一个
wsAudioPlayer.silence	Silence	Silence	Silenciar	Silencio	Diam	Тишина	静音
assignSection.noAssignment	Unassigned	Non attribué	Não atribuído	Sin asignar	Belum ditugaskan	Не назначено	未分配
import.unassigned	unassigned	Non attribué	não atribuido	sin asignar	belum ditugaskan	не назначено	未分配
artifactCategory.uncategorized	Uncategorized	Non catégorisé	Sem Categoria	Sin categoría	Tidak Dikategorikan	Без категории	未分类
passageRecord.uncompressed	Uncompressed	Non compressé	Descompactado	Sin comprimir	Tidak dipadatkan	Без сжатия	未压缩
keyTerms.unsaved	Unsaved.	Non sauvé.	Não guardado.	Sin guardar.	Belum Tersimpan.	Несохраненный.	未保存
peer.noSpecialPermission	No special permission	Pas d'autorisation spéciale	Sem permissão especial	Sin permiso especial	Tidak ada izin khusus	Без специального разрешения	没有特殊权限
assignSection.noRestriction	No Restriction	Aucune restriction	Sem restrições	Sin Restricción	Tidak Ada Batas	Без ограничений	无限制
integration.syncComplete	Sync Complete!	Synchronisation terminée!	Sincronização Concluída!	Sincronización completa	Kirim/Terima Selesai!	Синхронизация завершена!	同步完成
mediaTab.cloudSync	Cloud Sync	Cloud Sync	Sincronização na Nuvem	Sincronización en la nube	Kirim/Terima internet	Облачная синхронизация	云端 同步
integration.syncPending	Syncing...	Synchronisation en cours...	Sincronizando...	Sincronización...	Sedang kirim/terima...	Синхронизация...	同步中...
activityState.synced	Synced	Synchronisé	Sincronizado	Sincronizado	Kirim/Terima telah selesai	Синхронизировано	已同步
import.importSyncDown	Syncing online changes	Synchronisation des modifications en ligne	Sincronizar alterações online	Sincronizando cambios online	Sedang kirim/terima perubahan online	Синхронизация онлайн-изменений	同步在线更改
integration.sync	Sync	Synchroniser	Sincronizar	Sincronizar	Kirim/Terima	Синхронизация	同步
import.importSync	Syncing changes	Synchronisation des modifications	Sincronizar alterações	Sincronizar cambios	Sedang kirim/terima perubahan	Синхронизация изменений	同步更改
import.importSyncUp	Syncing offline changes	Synchronisation des modifications hors ligne	Sincronizar alterações offline	Sincronizar cambios sin conexión	Sedang kirim/terima perubahan offline	Синхронизация изменений в автономном режиме	同步离线更改
discussionCard.onlyAdmin	Only Admins	Seulement les administrateurs	Apenas administradores	Sólo administradores	Hanya Admin	Только администраторы	仅限管理员
cards.OBS	Storying	Récit	Armazenando	Storying	Penceritaan	Истории	故事
voice.your	your	votre	seu	su	Anda	ваш	您的
picker.subtags	Subtags	Sous-tags	Subtags	Subetiquetas	Subtag	Подтеги	副标签
mediaTitle.upload	Upload	Télécharger	Carregar	Subir	Unggah	Загрузить	上传
mediaUpload.upload	Upload	Télécharger	Carregar	Subir	Unggah	Загрузить	上传
mediaUpload.title	Upload Audio	Télécharger des fichiers audio	Carregar Áudio	Subir audio	Unggah Audio	Загрузить аудио	上传音频
shared.uploadMediaPlural	Upload Audio	Télécharger des audios	Carregar Áudio	Subir audio	Unggah Audio	Загрузить аудио	上传音频
shared.uploadMediaSingular	Upload Audio	Télécharger de audio	Carregar Áudio	Subir audio	Unggah Audio	Загрузить аудио	上传音频
cards.uploadProgress	Upload Progress	Progression du téléchargement	Progresso do Envio	Subir el progreso	Kemajuan Unggahan	Идет загрузка	上传进度
mediaUpload.graphicTitle	Upload Graphic	Télécharger le graphique	Carregar gráfico	Subir gráfico	Unggah Gambar	Загрузить графику	上传图片
languagePicker.subtags	Subtags	Sous-étiquettes	Subtags	Subtags	Subtag	Теги второго уровня	子标签
passageDetailArtifacts.suffix	Suffix	passageDetailArtifacts.suffix Suffixe	Sufixo	Sufijo	Akhiran	Суффикс	后缀
grid.sum	Sum	Somme	Soma	Suma	Jumlah	Сумма	总和
mediaTab.size	Size (MB)	Taille (MO)	Tamanho (MB)	Tamaño (MB)	Ukuran (MB)	Размер (МБ)	大小 (MB)
vProject.fontSize	Font Size	Taille de la police	Tamanho da Fonte	Tamaño de la fuente	Ukuran Teks	Размер шрифта	字体大小
import.fontsize	Font Size	Font Size	Tamanho da Fonte	Tamaño de la letra	Ukuran Teks	Размер шрифта	字体大小
transcriber.noMedia	Created task	Tâche créée	Tarefa criada	Tarea creada	Tugas yang telah dibuat	Созданная задача	创建的任务
main.tasks	Tasks	Tâches	Tarefas	Tareas	Tugas	Задачи	任务
toDoTable.tasks	Tasks	Tâches	Tarefas	Tareas	Tugas	Задачи	任务
import.phone	Phone	Téléphone	Telefone	Teléfono	Telepon	Телефон	手机号码
profile.phone	Phone	Téléphone	Telefone	Teléfono	Telepon	Телефон	手机号码
usertable.phone	Phone	Téléphone	Telefone	Teléfono	Telepon	Телефон	手机号码
community.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
discussionCard.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
selectRecording.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
sortMenu.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
